name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Kitchenwell Refrigerator Stand, Washing Machine Stand,Furniture Base Stand, Fridge Stands for Single Door and Double Door...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61yTEx4Cb+L._AC_UL320_.jpg,https://www.amazon.in/Kitchenwell-Refrigerator-Stand-Washing-Machine/dp/B0B7HDY6X1/ref=sr_1_5999?qid=1679135931&s=appliances&sr=1-5999,4.0,69,,₹99
AV Freezer Door Compatible for Whirlpool GEN Y/Imfresh/Fusion/ICE Magic Refrigerator (Clear),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613hf-Pov+L._AC_UL320_.jpg,https://www.amazon.in/AV-Freezer-Compatible-Whirlpool-Refrigerator/dp/B08DP1VNG7/ref=sr_1_6000?qid=1679135931&s=appliances&sr=1-6000,4.0,153,₹699,"₹1,100"
Hi-Tech Replacement CTO GAC PP Cartridges Filter Set 10 Inch for Under Sink RO Water Purifier - 3 Pcs,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Dw5iaKvPL._AC_UL320_.jpg,https://www.amazon.in/Hi-Tech-replacement-filter-cartridges-purifier/dp/B018UCNY5W/ref=sr_1_6001?qid=1679135932&s=appliances&sr=1-6001,4.0,131,₹629.10,"₹1,200"
EV Store 12 Volt Inverter Battery Hydrometer Specific Gravity Tester,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/114hNPH-YgL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Battery-Hydrometer-Specific-Gravity/dp/B08X1GZT34/ref=sr_1_6002?qid=1679135932&s=appliances&sr=1-6002,3.5,77,₹219,₹599
"LOVELY Mild Steel D-Hook Hanger (Heavy Duty) with M10X75mm Fasteners for Hanging Chandelier, Ceiling Fan or Jhoomer (2 Pc...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710Dy1IrH2L._AC_UL320_.jpg,https://www.amazon.in/LOVELY-M10X75mm-Fasteners-Hanging-Chandelier/dp/B09C2339L8/ref=sr_1_6003?qid=1679135932&s=appliances&sr=1-6003,4.1,320,₹258,₹499
Bajaj Calenta Storage 25 Litre Verical 5 Star Water Heater (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ZDjNw-T7L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Calenta-Mechanical-25-Litre-Vertical/dp/B07GTLJ4TX/ref=sr_1_6004?qid=1679135932&s=appliances&sr=1-6004,4.2,867,"₹9,799","₹13,500"
"Elica 90 cm 1200 m3/hr Auto Clean Chimney (WD BF 906 HAC MS NERO, Motion Sensor Control, Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Jr07JaVrS._AC_UL320_.jpg,https://www.amazon.in/Elica-WD-906-HAC-NERO/dp/B093QBNJQ5/ref=sr_1_6005?qid=1679135932&s=appliances&sr=1-6005,4.4,298,"₹12,999","₹26,990"
"EndZone Nova Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71TLhvnFBCL._AC_UL320_.jpg,https://www.amazon.in/EndZone-Remover-Woolen-Clothes-Electric/dp/B0BSHJDBH6/ref=sr_1_6006?qid=1679135932&s=appliances&sr=1-6006,4.3,2,₹499,₹999
"FZN 12 Volt Inverter Battery Hydrometer Specific Gravity Tester (AXB-Medium Size, Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/11dPDxgjAkL._AC_UL320_.jpg,https://www.amazon.in/FZN-Inverter-Hydrometer-Specific-AXB-Medium/dp/B0BRD9ZJWQ/ref=sr_1_6007?qid=1679135932&s=appliances&sr=1-6007,4.1,9,₹300,₹500
Orpat OEK-8137 1350-Watt Cordless Kettle,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41VKenx87rL._AC_UL320_.jpg,https://www.amazon.in/Orpat-OEK-8137-1350-Watt-Cordless-Kettle/dp/B00F40DVAC/ref=sr_1_6008?qid=1679135932&s=appliances&sr=1-6008,4.3,"5,461",₹947,₹995
Divine Tree Wall Mounted Garden Hose Pipe Holder Bracket Fit Cable Storage Hanger Hose Hanger (Black),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71kNLW6b3bL._AC_UL320_.jpg,https://www.amazon.in/Divine-Mounted-Garden-Bracket-Storage/dp/B0793VB32H/ref=sr_1_6009?qid=1679135932&s=appliances&sr=1-6009,3.6,109,₹399,₹599
KHC Plastic Window AC Drain Tray for All Brand/ 0.75/1/1.5/2 Ton (Pcs 1),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31K+qgHDWcS._AC_UL320_.jpg,https://www.amazon.in/KHC-Window-Drain-Tray-Brand/dp/B091Q7B8VF/ref=sr_1_6010?qid=1679135932&s=appliances&sr=1-6010,4.0,31,₹155,₹499
WellHome Decor FURNISHING Washing Machine Cover for IFB 10.5 kg Fully-Automatic Top Loading Washing Machine (TL SDIN 10.5 ...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21pNBRnNAQL._AC_UL320_.jpg,https://www.amazon.in/WellHome-Decor-FURNISHING-Washing-Fully-Automatic/dp/B09C5ZHKKG/ref=sr_1_6011?qid=1679135932&s=appliances&sr=1-6011,4.0,18,₹499,₹999
"IONIX RO Filters Float Valve and Auto Cut Off Switch for RO Models with Bottom Water Tank, Grand Float switch, Auto cutoff...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31kKhln2W-L._AC_UL320_.jpg,https://www.amazon.in/IONIX-Filters-Float-Switch-Grand/dp/B09D9Q628G/ref=sr_1_6012?qid=1679135932&s=appliances&sr=1-6012,3.7,228,,₹120
Liberty Home Ups Cabinet Inverter Black Battery Trolley Strong & Convenient | 5 Wheels | MCB Locks | Unmatched Strength & ...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41b5e3VDcoL._AC_UL320_.jpg,https://www.amazon.in/Liberty-Home-Ups-Cabinet-Convenient/dp/B0BRXK3Q7K/ref=sr_1_6013?qid=1679135932&s=appliances&sr=1-6013,4.0,1,"₹1,599","₹2,999"
acuro CHEMIRO 909 : Antiscalant dosing chemical for RO (5 kg can),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Dr0t9ISuL._AC_UL320_.jpg,https://www.amazon.in/CHEMIRO-909-Antiscalant-dosing-chemical/dp/B07QF3PG4L/ref=sr_1_6014?qid=1679135932&s=appliances&sr=1-6014,3.9,40,"₹1,599","₹7,299"
STAR SUNLITE Ceiling Fan Canopy/Ceiling Cups Suitable for All Types of Fans - Pack of 2 (White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21+mjAOMrYL._AC_UL320_.jpg,https://www.amazon.in/STAR-SUNLITE-Ceiling-Canopy-Suitable/dp/B08LZ7GHNT/ref=sr_1_6015?qid=1679135932&s=appliances&sr=1-6015,3.0,48,₹227,₹399
Diazola 2 in 1 Ata Maker Automatic Non-Electric Dough Maker Atta Maker Machine for Kitchen Roti Maker for Home (Multicolor...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41DcSi9tn7L._AC_UL320_.jpg,https://www.amazon.in/Diazola-Automatic-Non-Electric-Machine-Multicolor/dp/B09CDL41G1/ref=sr_1_6016?qid=1679135932&s=appliances&sr=1-6016,5.0,1,₹199,₹849
Havells Ventil Air DS 150mm Exhaust Fan (Pista Green),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41d1OJQHVnL._AC_UL320_.jpg,https://www.amazon.in/Havells-Ventilair-DS-150mm-Exhaust/dp/B00B4BC98K/ref=sr_1_6017?qid=1679135932&s=appliances&sr=1-6017,3.8,156,"₹1,548","₹1,999"
Faber Hob/Hobtop 4 Brass Burner Auto Ignition Glass Top Gas Stove(Maxus HT904 CRS BR CI AI) Black,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31P0E15+SfL._AC_UL320_.jpg,https://www.amazon.in/Faber-Hob-Maxus-HT904-CRS/dp/B086K2HD1B/ref=sr_1_6018?qid=1679135932&s=appliances&sr=1-6018,4.3,64,"₹25,190","₹25,400"
Hidooa PVC Fridge Handle Cover for Refrigerator Silver.,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81wbXCzGeOL._AC_UL320_.jpg,https://www.amazon.in/Hidooa-Fridge-Handle-Cover-Refrigerator/dp/B091Q92CSB/ref=sr_1_6019?qid=1679135932&s=appliances&sr=1-6019,4.0,38,₹199,₹499
"Amazon Brand - Umi. Dishwasher Cover Suitable for Samsung of 12, 13, 14, and 15 Place Setting (63X63X81CMS, Grey)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71qRXmsoQJL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Dishwasher-Suitable-63X63X81CMS/dp/B0BLHHRMRC/ref=sr_1_6020?qid=1679135932&s=appliances&sr=1-6020,3.0,2,₹398,₹900
"AJS spares""MX-116E/ MX-216E/ MX-113E"" Medium jar Compatible for PANASONIC (Old Models) (1000ml, Steel)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61IzFX8dRYL._AC_UL320_.jpg,https://www.amazon.in/AJS-spares-MX-116E-MX-216E-MX-113E/dp/B08396XGW1/ref=sr_1_6021?qid=1679135932&s=appliances&sr=1-6021,3.8,71,₹999,"₹1,145"
"KPNG Dust-Proof Electric Fan Dust Cover Protective Cover for Protect Electric Fan, Family Kid Baby Finger Protector Safet...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Upz2m5dXL._AC_UL320_.jpg,https://www.amazon.in/KPNG-Dust-Proof-Electric-Protective-Protector/dp/B09H4QHTV3/ref=sr_1_6022?qid=1679135932&s=appliances&sr=1-6022,3.9,33,₹299,₹599
ACTIVA 1200mm High Speed 390 RPM Bee Approved 5 Star Rated pure Copper Galaxy Deco Ceiling Fan (Brown) Comes with 2 Year W...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41GZH6REW+L._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-1200mm-Approved-Ceiling-Warranty/dp/B086646WF9/ref=sr_1_6023?qid=1679135932&s=appliances&sr=1-6023,4.0,49,"₹1,249","₹2,190"
"Euroclean Vacuum Cleaner 1ltr Spray jar for All euroclean Model (Black, White)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51fJGjYkYrL._AC_UL320_.jpg,https://www.amazon.in/Euroclean-Vacuum-Cleaner-Spray-euroclean/dp/B0B8HXXH8Q/ref=sr_1_6024?qid=1679135932&s=appliances&sr=1-6024,4.3,9,₹390,₹500
"ARYAMURTI Premium & Printed & Stretchable Ac Cover 1.5 Ton, Compatible with all type split A.C (Size : 97 X 31 X 21.5 C.M)...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Dn3ciuecL._AC_UL320_.jpg,https://www.amazon.in/ARYAMURTI-Premium-Printed-Stretchable-Compatible/dp/B0B1WSB8W1/ref=sr_1_6025?qid=1679135933&s=appliances&sr=1-6025,3.0,9,₹325,₹649
Mand Refrigerator Wire Shelf for All Fridge Model Compatible with Samsung Double Door Fridge 380 Litre (49.5 X 34.5 cm),appliances,All Appliances,https://m.media-amazon.com/images/I/41vjkn4CEfL._AC_UL320_.jpg,https://www.amazon.in/Mand-Refrigerator-Fridge-Compatible-Samsung/dp/B08W5B7CZN/ref=sr_1_6026?qid=1679135933&s=appliances&sr=1-6026,4.3,94,₹449,₹999
"HIPHONIC Electric Automatic Off 14 Egg, Cooking, Boiling and Frying Double Layer Handle Egg Boiler, Multicolour@",appliances,All Appliances,https://m.media-amazon.com/images/I/414MEgMbBDL._AC_UL320_.jpg,https://www.amazon.in/HIPHONIC-Electric-Automatic-Cooking-Multicolour/dp/B0B2S8QPFS/ref=sr_1_6027?qid=1679135933&s=appliances&sr=1-6027,3.8,10,₹269,₹999
The Furnishing Tree PVC Washing Machine Cover Fully Automatic Compatible for Samsung 6.5 kg Top Load WA65M4205HV/TL Basket...,appliances,All Appliances,https://m.media-amazon.com/images/I/71xjUO1xkzL._AC_UL320_.jpg,https://www.amazon.in/Furnishing-Tree-Compatible-WA65M4205HV-Basketweave/dp/B084VRCBFL/ref=sr_1_6028?qid=1679135933&s=appliances&sr=1-6028,3.6,26,₹499,₹899
HILLSTON™ Washing Machine (Soft Silicon-Long Life) Inlet Hose Faucet Water Tap Adapter Connector,appliances,All Appliances,https://m.media-amazon.com/images/I/51lcSZGIWDL._AC_UL320_.jpg,https://www.amazon.in/HILLSTONTM-Washing-Machine-Adapter-Connector/dp/B0852K5JSV/ref=sr_1_6029?qid=1679135933&s=appliances&sr=1-6029,3.9,444,₹168,₹200
Panasonic MX-AV325MG 600w 3 Jar Mixer Grinder (Marble Gold),appliances,All Appliances,https://m.media-amazon.com/images/I/31BpEus-8ZL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-MX-AV325MG-Mixer-Grinder-Marble/dp/B08THTB77V/ref=sr_1_6030?qid=1679135933&s=appliances&sr=1-6030,4.3,38,"₹5,698","₹8,495"
INALSA Garment Steamer Professional Series Swiftix -1600W with 1.6L Detachable Water Tank & Multi-Angle Ironing Board|5 Mo...,appliances,All Appliances,https://m.media-amazon.com/images/I/51ChzimJ5lL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Professional-Swiftix-Steamer-1600W-Detachable/dp/B08HMBL8LN/ref=sr_1_6031?qid=1679135933&s=appliances&sr=1-6031,3.5,248,"₹6,226","₹9,995"
"Maharaja Whiteline Turbomix King Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, 50...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Zeie4XrWL._AC_UL320_.jpg,https://www.amazon.in/Maharaja-Whiteline-Turbomix-King-Blender/dp/B08X7F2P8K/ref=sr_1_6032?qid=1679135933&s=appliances&sr=1-6032,4.0,"4,685","₹1,950","₹2,699"
"HAVAI ABS Plastic Cooler Fan Blade, Clockwise (16 Inch, 5 Blade, Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/81MpQHoj0ML._AC_UL320_.jpg,https://www.amazon.in/HAVAI-Blade-Plastic-Cooler-Clockwise/dp/B08FBHPPLP/ref=sr_1_6033?qid=1679135933&s=appliances&sr=1-6033,3.6,74,₹599,₹799
"AmazonBasics 8.5 kg Top Load Washing Machine (Grey/Black, Full Metal body, LED Display)",appliances,All Appliances,https://m.media-amazon.com/images/I/71EYRYzFKIL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-8-5-Load-Washing-Machine/dp/B07V6Z1HH2/ref=sr_1_6034?qid=1679135933&s=appliances&sr=1-6034,4.0,"3,571","₹15,490","₹29,999"
Philocaly Enterprise Mixer Grinder Chutney Jar (500 ml) HEAVY QUALITY Mixer Jar Mixer Juicer Jar Suitable for all Local & ...,appliances,All Appliances,https://m.media-amazon.com/images/I/31O6hmYUzEL._AC_UL320_.jpg,https://www.amazon.in/Philocaly-Enterprise-Grinder-Chutney-Suitable/dp/B0BS3ZPVYD/ref=sr_1_6035?qid=1679135933&s=appliances&sr=1-6035,1.0,2,₹289,₹699
"TATA Swach Cristella Advance+ Gravity Water Purifier, 18L (9+9), Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/61nCoOHKyML._AC_UL320_.jpg,https://www.amazon.in/Swach-Cristella-Advance-Purifier-Blue/dp/B0B28NPHWG/ref=sr_1_6036?qid=1679135933&s=appliances&sr=1-6036,3.9,77,"₹2,649","₹2,799"
"Panasonic Anchor Anmol Fresh Air 230Mm Exhaust Fan |Exhaust Fan for Home, Office, Kitchen and Bathroom (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/61+YpEzSE5S._AC_UL320_.jpg,https://www.amazon.in/Anchor-Anmol-Fresh-Exhaust-Grey/dp/B07G2DFKGQ/ref=sr_1_6037_mod_primary_new?qid=1679135933&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6037,3.8,218,"₹1,300","₹2,400"
"Borosil Eva 1 L Electric Kettle, Stainless Steel Inner Body, Boil Noodles, Eggs, Maggi's, Water For Tea, Coffee, Soup, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/41d0L8UotOL._AC_UL320_.jpg,https://www.amazon.in/Borosil-Eva-Kettle-1-litres/dp/B01106MSZM/ref=sr_1_6038?qid=1679135933&s=appliances&sr=1-6038,4.2,296,"₹1,530","₹1,990"
Kuber Industries Polka Dots Design PVC Microwave Oven Full Closure Cover for 20 Litre (Blue) CTKTC33223,appliances,All Appliances,https://m.media-amazon.com/images/I/811XRlPb61L._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Microwave-Closure-CTKTC33223/dp/B0839C41LB/ref=sr_1_6039?qid=1679135933&s=appliances&sr=1-6039,4.0,347,₹128,₹219
"Bajaj Majesty RX10 2000 Watts Heat Convector Room Heater (White, ISI Approved)",appliances,All Appliances,https://m.media-amazon.com/images/I/61cLfRa1ypL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-RX-10-2000-Watt-Convector/dp/B009P2LIL4/ref=sr_1_6040?qid=1679135933&s=appliances&sr=1-6040,3.5,501,"₹2,125","₹3,229"
"Hetkrishi Cordless Power Cleaner 24V Portable Power Washer with 2pcs Batteries Power Cleaner, Working Pressure 550PSI for ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41AEtCQOd+L._AC_UL320_.jpg,https://www.amazon.in/Hetkrishi-Cordless-Portable-Batteries-Accessories/dp/B0BNNQN59M/ref=sr_1_6041?qid=1679135933&s=appliances&sr=1-6041,5.0,2,"₹6,999","₹14,999"
JantaIron Traditional Iron Sigdi Heavy Duty Angeethi with Wooden Handles Perfect Food Tandoor Grilling Iron Ashtray for Ho...,appliances,All Appliances,https://m.media-amazon.com/images/I/71XQzZ1UH2L._AC_UL320_.jpg,https://www.amazon.in/JantaIron-Traditional-Angeethi-Handles-Grilling/dp/B08ZYBMBWJ/ref=sr_1_6042?qid=1679135933&s=appliances&sr=1-6042,3.9,49,₹980,"₹2,050"
"Vstec Tds Adjuster/Controller Full Kit For Ro Water Purifier Imported Tds Controller, 2 Tee & Connecting Pipe , Blue",appliances,All Appliances,https://m.media-amazon.com/images/I/41k0yMIpFkL._AC_UL320_.jpg,https://www.amazon.in/Generic-Adjuster-Controller-Purifier-Connecting/dp/B0831C8734/ref=sr_1_6043?qid=1679135933&s=appliances&sr=1-6043,3.9,112,₹180,₹499
HOXYN Microwave Oven Replacement Rotating Baking Glass Tray Replacement 10.6 inches / 270mm Diameter Turntable/Rotating/Ba...,appliances,All Appliances,https://m.media-amazon.com/images/I/61-PAiNxQyL._AC_UL320_.jpg,https://www.amazon.in/HOXYN-Microwave-Replacement-Rotating-Turntable/dp/B09LY7L8JH/ref=sr_1_6044?qid=1679135933&s=appliances&sr=1-6044,4.6,7,₹649,₹999
"AGARO Fiesta Bread Maker, Atta, Dough Maker, Fully Automatic,12 Pre-Programmed Menus, 3 Crust Colours, 1 Hour Keep Warm Fu...",appliances,All Appliances,https://m.media-amazon.com/images/I/71wuBKKOs-L._AC_UL320_.jpg,https://www.amazon.in/AGARO-Automatic-Pre-Programmed-Function-Capacity/dp/B09T6DG2SY/ref=sr_1_6045?qid=1679135933&s=appliances&sr=1-6045,3.9,49,"₹5,535","₹9,999"
Anpro AC Cover Split Set of Indoor and Outdoor Unit for 1.5 Ton Capacity. Prints/Dustproof/Water Resistant (Black Flower),appliances,All Appliances,https://m.media-amazon.com/images/I/51R7zelGf1L._AC_UL320_.jpg,https://www.amazon.in/Indoor-Outdoor-Capacity-Dustproof-Resistant/dp/B09TXX9N6M/ref=sr_1_6046?qid=1679135933&s=appliances&sr=1-6046,4.2,6,₹299,₹999
Heart Home Fridge Top Cover with 6 Utility Side Pockets|Lining Design & Jute Material|Size 94 x 54 CM (Brown)-HS_38_HEARTH...,appliances,All Appliances,https://m.media-amazon.com/images/I/71A4GrNEs5S._AC_UL320_.jpg,https://www.amazon.in/Heart-Home-Utility-HS_38_HEARTH21052-Standard/dp/B095CFRR2F/ref=sr_1_6047?qid=1679135933&s=appliances&sr=1-6047,4.0,36,₹234.65,₹249
"Betlex Sewing Machine Light, 6W 12LED's Daylight LED Work Lamp with Flexible Gooseneck Magnetic Mounting Base for Sewing R...",appliances,All Appliances,https://m.media-amazon.com/images/I/61V5A0eCC0L._AC_UL320_.jpg,https://www.amazon.in/Betlex-Machine-Magnetic-Mounting-Small-Black/dp/B08T9SFNDQ/ref=sr_1_6048?qid=1679135933&s=appliances&sr=1-6048,4.4,53,₹499,"₹1,299"
kiyan 250ML Hairdressing Spray Bottle Salon Barber Hair Tools Water Sprayer Transparent Make-up Style Portable Plastic Spr...,appliances,All Appliances,https://m.media-amazon.com/images/I/41DDXUwbv5L._AC_UL320_.jpg,https://www.amazon.in/Hairdressing-Spray-Transparent-Portable-Bottles/dp/B09WDCHYRN/ref=sr_1_6049?qid=1679135934&s=appliances&sr=1-6049,4.2,7,₹99,₹399
INGCO AWG1001 215mm Air Washing Gun High-Pressure Wash Water with Interchangeable Steel Nozzle Tips 0.75L Tank Capacity fo...,appliances,All Appliances,https://m.media-amazon.com/images/I/61dn5LZ+9dL._AC_UL320_.jpg,https://www.amazon.in/Ingco-AWG1001-Air-Washer-Gun/dp/B07228JBDL/ref=sr_1_6050?qid=1679135934&s=appliances&sr=1-6050,4.1,39,₹702,₹967
Braun Multiquick MQ100 450-Watt Hand Blender,appliances,All Appliances,https://m.media-amazon.com/images/I/61MEbdN6AyL._AC_UL320_.jpg,https://www.amazon.in/Braun-Multiquick-MQ100-Hand-Blender/dp/B00IXCFMYG/ref=sr_1_6051?qid=1679135934&s=appliances&sr=1-6051,4.4,"9,037","₹3,197","₹5,999"
Matangi Automatic Electric Multi Maker PRM 5.0 Roti Maker/KhaKhra maker 1000Watts,appliances,All Appliances,https://m.media-amazon.com/images/I/81HOI--u1IL._AC_UL320_.jpg,https://www.amazon.in/Matangi-Automatic-Electric-Multi-1000Watts/dp/B09SWM52G3/ref=sr_1_6052?qid=1679135934&s=appliances&sr=1-6052,3.0,92,"₹2,195","₹4,000"
"IFB 7.0 Kg Fully-Automatic Top Loading Washing Machine (TL-SPGS 7.0 KG Aqua, Medium Grey, 2X Power Steam, In-built Heater)",appliances,All Appliances,https://m.media-amazon.com/images/I/611+jOM7qbL._AC_UL320_.jpg,https://www.amazon.in/IFB-7-0-Fully-Automatic-TL-SPGS-Aqua/dp/B0BH8B2LGB/ref=sr_1_6053?qid=1679135934&s=appliances&sr=1-6053,3.6,4,"₹25,990","₹29,450"
"Kenstar Fans ARDIA, Low Noise,16"""" 60WATTS Grey""",appliances,All Appliances,https://m.media-amazon.com/images/I/71uFnhNLXNL._AC_UL320_.jpg,https://www.amazon.in/Kenstar-Fans-ARDIA-Noise-60WATTS/dp/B08FFBDDJW/ref=sr_1_6054?qid=1679135934&s=appliances&sr=1-6054,2.7,9,,
Da Anushi Split AC Service Wash Bag Cover AC Service Cleaning Cover Waterproof Indoor Unit Service Cover Bag with Drain Ou...,appliances,All Appliances,https://m.media-amazon.com/images/I/71cRhgJsCEL._AC_UL320_.jpg,https://www.amazon.in/Anushi-AC-Service-Cleaning-Waterproof/dp/B0BXP41ZPC/ref=sr_1_6055?qid=1679135934&s=appliances&sr=1-6055,5.0,1,₹699,₹999
Voltas Voltage Stabilizer for 1.5 Ton AC 130V-300V Stabilizer (Blue) Wall Mounted,appliances,All Appliances,https://m.media-amazon.com/images/I/41UHGdPBHmL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Voltage-Stabilizer-130V-300V-Mounted/dp/B0BSC7WC12/ref=sr_1_6056?qid=1679135934&s=appliances&sr=1-6056,3.0,3,,
Zipper Foot/Singel Foot /Pressure Foot for All Sewing Machines (Singer/Usha/Brother/Juki/Rajesh) | Compatible for One Side...,appliances,All Appliances,https://m.media-amazon.com/images/I/31-cjFk3GuL._AC_UL320_.jpg,https://www.amazon.in/Zipper-Pressure-Machines-Brother-Compatible/dp/B09W5CH9N5/ref=sr_1_6057?qid=1679135934&s=appliances&sr=1-6057,3.7,3,₹142,₹250
"JPT Super Combo F8 HIGH-Pressure CAR Washer Pump with Heavy Foam Lance, 5PCS Nozzle Tips, QC Set for Hose and Gun",appliances,All Appliances,https://m.media-amazon.com/images/I/81gXh0ZUb0L._AC_UL320_.jpg,https://www.amazon.in/JPT-Super-HIGH-Pressure-Washer-Nozzle/dp/B09LML5Q3Y/ref=sr_1_6058?qid=1679135934&s=appliances&sr=1-6058,4.1,69,"₹13,898","₹28,099"
"EZiK Flexible Aluminium-Chimney-Exhaust Duct Pipe with Free Cowl Cover (10 Feet, 6 Inch, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/714aIO3nt8L._AC_UL320_.jpg,https://www.amazon.in/EZiK-Flexible-Aluminium-Chimney-Exhaust-Cover-Silver/dp/B0B8MZV36X/ref=sr_1_6059?qid=1679135934&s=appliances&sr=1-6059,3.8,7,₹799,"₹1,499"
STARVIN 12 Inch Metal All-purpose Fan Celling Fan / Wall Fan / Cabin Fan 100% Approved Motor || 1 Year Warranty || HSLV Te...,appliances,All Appliances,https://m.media-amazon.com/images/I/51fePEM5PzL._AC_UL320_.jpg,https://www.amazon.in/STARVIN-All-purpose-Approved-Warranty-Technology/dp/B09W2B6SY1/ref=sr_1_6060?qid=1679135934&s=appliances&sr=1-6060,3.0,26,"₹1,299","₹1,899"
"ZOZ STAR® Flour Mill Machine, Atta chakki, Domestic Aata Maker, Ghar Ghanti, Heavy Duty, Power Saving Feature Added Table ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51q+2YHj2zL._AC_UL320_.jpg,https://www.amazon.in/ZOZ-machine-Domestic-Standard-Accessories/dp/B09M1HN4F3/ref=sr_1_6061?qid=1679135934&s=appliances&sr=1-6061,4.6,16,"₹12,222","₹29,590"
Kuber Industries Fruits Design PVC Microwave Oven Full Closure Cover for 23 Litre (White & Maroon) CTKTC33241,appliances,All Appliances,https://m.media-amazon.com/images/I/81Kfa4cXa8L._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Microwave-Closure-CTKTC33241/dp/B0839BGKKD/ref=sr_1_6062?qid=1679135934&s=appliances&sr=1-6062,3.9,555,₹123.69,₹219
AMAZIO® Immersion Rod [ SHOCK PROOF ] [ WATER PROOF ] [ 1.9 METER CORD ] POWER SAVER [ MULTI -COLOUR ] 1500 Watt Immersion...,appliances,All Appliances,https://m.media-amazon.com/images/I/71lnd-e9P4L._AC_UL320_.jpg,https://www.amazon.in/AMAZIO%C2%AE-Immersion-SHOCK-COLOUR-Heater/dp/B0BDMBLMFH/ref=sr_1_6063?qid=1679135934&s=appliances&sr=1-6063,4.4,44,₹545,₹649
